Local time in Cape Town (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2016 20:00,25.4,756.7,760.6,0.2,46,Wind blowing from the south-southeast,7,10,,no clouds, ,,,,30.8,,,,,,30,12.8,,,,,,
04.02.2016 17:00,28,756.5,760.4,-0.8,46,Wind blowing from the south,8,11,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15.2,,,,,,
04.02.2016 14:00,29.9,757.3,761.4,-0.3,38,Wind blowing from the south,8,10,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,13.9,,,,,,
04.02.2016 11:00,28.2,757.6,761.7,0.3,41,Wind blowing from the south,4,6,,no clouds, ,,,,,,,,,,40,13.7,,,,,,
04.02.2016 08:00,21,757.3,761.4,0.8,67,Wind blowing from the south-southwest,3,3,,no clouds, ,,,18,,,,,,,30,14.5,,,,,,
04.02.2016 05:00,18.7,756.5,760.6,-0.5,76,Wind blowing from the west-southwest,3,5,,no clouds, ,,,,,,,,,,40,14.3,,,,,,
04.02.2016 02:00,19.5,757,761.1,-0.6,74,Wind blowing from the south-southeast,7,9,,no clouds, ,,,,,,,,,,40,14.7,,,,,,
03.02.2016 23:00,20,757.6,761.6,0.1,72,Wind blowing from the south-southeast,10,11,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14.7,,,,,,
03.02.2016 20:00,20.7,757.5,761.6,0.6,66,Wind blowing from the south-southeast,9,11,,20–30%., ,,,,25.8,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,14.1,,,,,,
03.02.2016 17:00,23.3,756.9,761,-0.5,56,Wind blowing from the south-southeast,12,16,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,13.9,,,,,,
03.02.2016 14:00,24.2,757.4,761.5,-0.5,49,Wind blowing from the south,11,15,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,12.8,,,,,,
03.02.2016 11:00,22.7,757.9,761.8,0.9,53,Wind blowing from the south-southeast,13,15,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,12.5,,,,,,
03.02.2016 08:00,17.9,757,761.1,2.1,83,Wind blowing from the south,10,15,,"90  or more, but not 100%", ,,,17.6,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",100-200,,,25,14.9,,,,,,
03.02.2016 05:00,17.6,754.9,759,0.2,84,Wind blowing from the south,8,9,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,14.8,,,,,,
03.02.2016 02:00,19.2,754.7,758.8,0.2,76,Wind blowing from the south,9,11,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,20,14.9,,,,,,
02.02.2016 23:00,19.8,754.5,758.5,0.5,78,Wind blowing from the south,10,11,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus castellanus or floccus.,Cirrostratus not progressively invading the sky and not entirely covering it.,20,15.8,,,,,,
02.02.2016 20:00,20,754,758.1,0.6,77,Wind blowing from the south,10,13,,70 – 80%., ,,,,26.9,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,40,15.8,,,,,,
02.02.2016 17:00,24,753.4,757.3,-0.4,61,Wind blowing from the south,12,13,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",40,15.9,,,,,,
02.02.2016 14:00,25.4,753.8,757.8,-0.4,60,Wind blowing from the south,12,15,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",40,17,,,,,,
02.02.2016 11:00,25,754.2,758.2,0.1,60,Wind blowing from the south,9,12,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.8,,,,,,
02.02.2016 08:00,22.2,754.1,758.1,1.1,74,Wind blowing from the south-southeast,8,11,,50%., ,,,20.6,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,17.3,,,,,,
02.02.2016 05:00,20.9,753,757.1,0.3,85,Wind blowing from the south,7,10,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,18.3,,,,,,
02.02.2016 02:00,21,752.7,756.8,-0.2,90,Wind blowing from the south,7,10,,"90  or more, but not 100%",Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",50-100,,,9,19.2,,,,,,
01.02.2016 23:00,21.4,752.9,757,0.7,87,Wind blowing from the south,6,8,,"10%  or less, but not 0", ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,19.1,,,,,,
01.02.2016 20:00,22.7,752.2,756.1,0.4,83,Wind blowing from the south,9,10,,70 – 80%., ,,,,30.5,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,200-300,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,19.6,,,,,,
01.02.2016 17:00,27.4,751.8,755.7,-0.4,61,Wind blowing from the south-southeast,8,10,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,20,19.1,,,,,,
01.02.2016 14:00,26.7,752.2,756.1,0.1,63,Wind blowing from the west-northwest,9,11,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30,19,,,,,,
01.02.2016 11:00,25.3,752.1,756.2,0.2,67,Wind blowing from the north-west,7,9,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",30,18.7,,,,,,
01.02.2016 08:00,23.8,751.9,756.1,0.4,63,Wind blowing from the north-northwest,4,5,,40%., ,,,18.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",25,16.4,,,,,,
01.02.2016 05:00,18.6,751.5,755.5,-0.9,81,Wind blowing from the north-northwest,3,4,,no clouds, ,,,,,,,,,,25,15.2,,,,,,
01.02.2016 02:00,21.2,752.4,756.4,-0.7,82,Wind blowing from the north,1,2,,no clouds, ,,,,,,,,,,20,17.9,,,,,,
31.01.2016 23:00,21,753.1,757,-0.5,83,variable wind direction,1,2,,no clouds, ,,,,,,,,,,25,17.9,,,,,,
31.01.2016 20:00,24.3,753.6,757.6,-0.3,71,Wind blowing from the south-west,3,5,,no clouds, ,,,,33.9,,,,,,40,18.8,,,,,,
31.01.2016 17:00,31,753.9,757.8,-1.5,49,Wind blowing from the south-southwest,5,6,,no clouds, ,,,,,,,,,,40,19,,,,,,
31.01.2016 14:00,32.1,755.4,759.3,-0.4,43,Wind blowing from the south-southwest,4,7,,no clouds, ,,,,,,,,,,30,17.9,,,,,,
31.01.2016 11:00,29.3,755.8,759.7,-0.3,46,Wind blowing from the south-west,3,5,,no clouds, ,,,,,,,,,,30,16.6,,,,,,
31.01.2016 08:00,23.2,756.1,760,0.6,69,Wind blowing from the south,3,4,,no clouds, ,,,19.3,,,,,,,25,17.1,,,,,,
31.01.2016 05:00,19.5,755.5,759.5,-0.9,81,Wind blowing from the south-east,3,3,,no clouds, ,,,,,,,,,,20,16.1,,,,,,
31.01.2016 02:00,23.1,756.4,760.4,-0.7,70,Wind blowing from the south-west,5,7,,no clouds, ,,,,,,,,,,30,17.3,,,,,,
30.01.2016 23:00,24,757.1,761.1,-0.4,68,Wind blowing from the south-southeast,6,6,,no clouds, ,,,,,,,,,,20,17.7,,,,,,
30.01.2016 20:00,21.7,757.5,761.5,0.2,80,Wind blowing from the south-west,6,8,,"10%  or less, but not 0", ,,,,28.2,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,18.1,,,,,,
30.01.2016 17:00,24.9,757.3,761.3,-0.3,70,Wind blowing from the south,10,13,,no clouds, ,,,,,,,,,,30,19.1,,,,,,
30.01.2016 14:00,26.4,757.6,761.6,0.2,64,Wind blowing from the south,10,11,,no clouds, ,,,,,,,,,,30,19,,,,,,
30.01.2016 11:00,24.2,757.4,761.4,0.7,65,Wind blowing from the south-southwest,7,8,,no clouds, ,,,,,,,,,,40,17.2,,,,,,
30.01.2016 08:00,19.6,756.7,760.8,0.7,80,Wind blowing from the south-southwest,6,9,,no clouds, ,,,17.8,,,,,,,30,16.1,,,,,,
30.01.2016 05:00,18,756,760,-0.4,89,Wind blowing from the south-west,6,7,,no clouds, ,,,,,,,,,,40,16.1,,,,,,
30.01.2016 02:00,18.3,756.4,760.5,-0.6,85,Wind blowing from the south-west,6,7,,no clouds, ,,,,,,,,,,40,15.7,,,,,,
29.01.2016 23:00,19.3,757,761,-0.2,82,Wind blowing from the south-west,6,8,,no clouds, ,,,,,,,,,,40,16.2,,,,,,
29.01.2016 20:00,20.9,757.2,761.2,-0.1,80,Wind blowing from the south-southwest,9,11,,no clouds, ,,,,27.9,,,,,,20,17.3,,,,,,
29.01.2016 17:00,24.7,757.3,761.2,-0.5,66,Wind blowing from the south,10,13,,no clouds, ,,,,,,,,,,40,17.9,,,,,,
29.01.2016 14:00,27.6,757.8,761.8,-0.6,53,Wind blowing from the south,8,9,,no clouds, ,,,,,,,,,,40,17.3,,,,,,
29.01.2016 11:00,25.8,758.4,762.5,-0.1,55,Wind blowing from the south-southwest,5,8,,no clouds, ,,,,,,,,,,25,16,,,,,,
29.01.2016 08:00,19.7,758.5,762.5,0.3,78,Wind blowing from the south-west,4,6,,no clouds, ,,,17.5,,,,,,,20,15.8,,,,,,
29.01.2016 05:00,17.9,758.2,762.3,-0.9,83,Wind blowing from the south-southwest,5,8,,no clouds, ,,,,,,,,,,40,14.9,,,,,,
29.01.2016 02:00,19,759.1,763.1,-0.8,81,Wind blowing from the south,7,8,,no clouds, ,,,,,,,,,,40,15.7,,,,,,
28.01.2016 23:00,20.4,759.9,763.9,0.5,77,Wind blowing from the south,7,10,,no clouds, ,,,,,,,,,,40,16.2,,,,,,
28.01.2016 20:00,21.6,759.4,763.4,0,73,Wind blowing from the south,8,9,,no clouds, ,,,,27.5,,,,,,20,16.5,,,,,,
28.01.2016 17:00,25.5,759.4,763.3,-0.9,53,Wind blowing from the south-southeast,8,11,,no clouds, ,,,,,,,,,,30,15.3,,,,,,
28.01.2016 14:00,27.4,760.3,764.3,-0.4,46,Wind blowing from the south,6,10,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.8,,,,,,
28.01.2016 11:00,23.6,760.7,764.8,0.6,58,Wind blowing from the south-east,3,5,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,14.8,,,,,,
28.01.2016 08:00,20.6,760.1,764.2,1,76,Wind blowing from the north-northwest,2,3,,20–30%., ,,,17.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,16.2,,,,,,
28.01.2016 05:00,18.8,759.1,763.1,-0.5,85,Wind blowing from the west-northwest,2,3,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.2,,,,,,
28.01.2016 02:00,18.8,759.6,763.6,-0.2,88,Wind blowing from the north-northwest,1,3,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.8,,,,,,
27.01.2016 23:00,19.3,759.8,763.9,1.6,86,Wind blowing from the north-west,4,6,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.8,,,,,,
27.01.2016 20:00,20,758.2,762.3,0,79,Wind blowing from the north-west,8,10,,50%., ,,,,26.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,16.2,,,,,,
27.01.2016 17:00,22,758.2,762.2,-0.1,69,Wind blowing from the west-northwest,8,10,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16,,,,,,
27.01.2016 14:00,25.4,758.3,762.3,0.1,39,Wind blowing from the north-west,9,13,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,10.4,,,,,,
27.01.2016 11:00,23.8,758.2,762.1,0.4,61,Wind blowing from the north-west,8,12,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.7,,,,,,
27.01.2016 08:00,19.8,757.8,761.9,1.1,71,Wind blowing from the north,6,8,,"90  or more, but not 100%", ,,,17.1,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,25,14.4,,,,,,
27.01.2016 05:00,18,756.7,760.8,-0.6,79,Wind blowing from the north-east,6,7,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14.3,,,,,,
27.01.2016 02:00,18.5,757.3,761.4,-0.3,76,Wind blowing from the north,4,6,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14.1,,,,,,
26.01.2016 23:00,18.1,757.6,761.6,1.3,75,Wind blowing from the north-west,3,4,,no clouds, ,,,,,,,,,,40,13.6,,,,,,
26.01.2016 20:00,20.5,756.3,760.3,0.2,60,Wind blowing from the north-west,5,6,,"10%  or less, but not 0", ,,,,26.3,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40,12.4,,,,,,
26.01.2016 17:00,24.2,756.1,760.1,-0.2,49,Wind blowing from the west-northwest,8,10,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,40,12.8,,,,,,
26.01.2016 14:00,22.9,756.3,760.3,,65,Wind blowing from the west-northwest,8,10,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,40,15.9,,,,,,
26.01.2016 08:00,20.3,756.6,760.6,0.5,75,Wind blowing from the north-west,5,7,,40%., ,,,15,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15.6,0.2,24,,,,
26.01.2016 05:00,16.1,756.1,760.2,-0.8,86,variable wind direction,1,4,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.8,,,,,,
26.01.2016 02:00,15.9,756.9,761,,87,Wind blowing from the north-east,1,3,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,13.7,0.2,24,,,,
25.01.2016 20:00,18.6,757.3,761.3,0.4,71,Wind blowing from the south-southwest,5,7,,"10%  or less, but not 0",State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Rain.,,24.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,13.1,0.2,12,,,,
25.01.2016 17:00,23.1,756.9,760.9,-0.8,57,Wind blowing from the south-west,4,7,,20–30%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14,,,,,,
25.01.2016 14:00,21.1,757.7,761.8,0,62,Wind blowing from the south,10,10,,70 – 80%.,State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,13.4,0.2,6,,,,
25.01.2016 11:00,18.6,757.7,761.8,1.1,76,Wind blowing from the south,9,11,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.3,,,,,,
25.01.2016 08:00,17.4,756.6,760.6,1.7,94,Wind blowing from the south-southeast,5,9,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,17.3,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,100-200,,,6,16.4,9,24,,,,
25.01.2016 05:00,18.4,754.9,759.1,-0.2,93,Wind blowing from the north-west,4,6,,70 – 80%.,Mist. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",9,17.3,,,,,,
25.01.2016 02:00,18.9,755.1,759.2,-0.4,91,Wind blowing from the north-west,6,8,,70 – 80%.,State of sky on the whole unchanged. ,Rain.,Drizzle.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.4,9,18,,,,
24.01.2016 23:00,20.2,755.5,759.6,0.3,89,Wind blowing from the west-northwest,4,8,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Drizzle.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",200-300,,,12,18.4,,,,,,
24.01.2016 20:00,21.3,755.2,759.2,0.3,79,Wind blowing from the north-west,6,9,,"90  or more, but not 100%", ,,,,26.4,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20,17.4,,,,,,
24.01.2016 17:00,23.4,754.9,758.8,-0.3,66,Wind blowing from the west-northwest,9,10,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,16.7,,,,,,
